CODCATEGORIAECONOMICA;CODELEMENTODESPESA;CODGRUPONATUREZADESPESA;CODMODALIDADEAPLICACAO;CODORGAO;CODSUBELEMENTODESPESA;CATEGORIAECONOMICA;GRUPONATUREZADESPESA;MODALIDADEAPLICACAO;ELEMENTODESPESA;SUBELEMENTODESPESA;EXERCICIO;ANOMESEMISSAO;ANOEMISSAO;MESEMISSAO;NOMEORGAO;VALORLIQUIDADO;CODACAO;ACAO;CODPROGRAMA;PROGRAMA;VALORPAGO;VALOREMPENHADO
3;11;50;90;3150;3;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";179957,22;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";42506,87;179957,22
3;11;50;90;3150;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";1067943,37;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1032052,12;1067943,37
3;11;50;90;3150;13;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"IRRF - Pessoal Civil";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";311649;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";310861,62;311649
3;11;50;90;3150;14;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para o Fundo de Previdência Estadual - Ativo Civil";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";149786,08;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;149786,08
3;11;50;90;3150;15;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para IPASGOSAÚDE";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";41371,58;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;41371,58
3;11;50;90;3150;16;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação Adicional-Anuênio, Qüinqüênio e Gratificação Trienal";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";52614,48;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";51717,17;52614,48
3;11;50;90;3150;17;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono CLT";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";29795,62;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";68690,14;29795,62
3;11;50;90;3150;18;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"INSS - Empregado";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";67887,28;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";60927,08;67887,28
3;11;50;90;3150;19;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Pensão Alimentícia";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";1799,4;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";2298,4;1799,4
3;11;50;90;3150;20;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Empréstimos Financeiros";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";100059,61;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;100059,61
3;11;50;90;3150;21;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Associação Classe";2019;201907;2019;7;"FUNDO ESTADUAL DE CIÊNCIA E TECNOLOGIA";4794,76;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;4794,76
3;11;50;90;3161;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"13º Salário";2019;201907;2019;7;FAPEG;62526,66;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";62526,66;4147,26
3;11;50;90;3161;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;FAPEG;312470,21;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";312470,21;352480,44
3;11;50;90;3161;13;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"IRRF - Pessoal Civil";2019;201907;2019;7;FAPEG;88875,38;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";88875,38;88153,7
3;11;50;90;3161;14;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para o Fundo de Previdência Estadual - Ativo Civil";2019;201907;2019;7;FAPEG;44518,79;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";35671,99;39468,63
3;11;50;90;3161;15;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para IPASGOSAÚDE";2019;201907;2019;7;FAPEG;12621,66;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";10265,91;11048,19
3;11;50;90;3161;18;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"INSS - Empregado";2019;201907;2019;7;FAPEG;12159;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";12159;13534,43
3;11;50;90;3161;20;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Empréstimos Financeiros";2019;201907;2019;7;FAPEG;21303,49;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";16624,97;21194,39
3;11;50;90;3162;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"13º Salário";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1084396,25;935373,59
3;11;50;90;3162;2;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Adicionais Diversos";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1198630;1183053,6
3;11;50;90;3162;3;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";62493,69;3018187,98
3;11;50;90;3162;7;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação por Exercício de Cargo";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";154666,4;151814,32
3;11;50;90;3162;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";4022670,55;3628442,59
3;11;50;90;3162;12;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Demais Descontos - Pessoal Civil";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";7396,87;7396,87
3;11;50;90;3162;13;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"IRRF - Pessoal Civil";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1794436,99;2552139,99
3;11;50;90;3162;14;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para o Fundo de Previdência Estadual - Ativo Civil";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1764923;1744506,86
3;11;50;90;3162;15;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para IPASGOSAÚDE";2019;201907;2019;7;UEG;7212,19;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";444779,89;495764,21
3;11;50;90;3162;16;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação Adicional-Anuênio, Qüinqüênio e Gratificação Trienal";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1018340,79;1021722,54
3;11;50;90;3162;18;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"INSS - Empregado";2019;201907;2019;7;UEG;35415,86;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";340921,56;444599,68
3;11;50;90;3162;19;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Pensão Alimentícia";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";59799,88;66610
3;11;50;90;3162;20;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Empréstimos Financeiros";2019;201907;2019;7;UEG;49,56;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";939626,3;932474,66
3;11;50;90;3162;40;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para os Fundos de Previdência de Outros Estados - Ativo Civil";2019;201907;2019;7;UEG;;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;687,36
3;11;50;90;3201;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"13º Salário";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";134320,82;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";53011,27;81309,55
3;11;50;90;3201;2;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Adicionais Diversos";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";111002,67;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";56618,58;54384,09
3;11;50;90;3201;3;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";18575,25;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";3785,15;14790,1
3;11;50;90;3201;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";636338,09;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";287727,47;348610,62
3;11;50;90;3201;12;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Demais Descontos - Pessoal Civil";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";5151,49;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";;5151,49
3;11;50;90;3201;13;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"IRRF - Pessoal Civil";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";205363,08;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";98256,42;107106,66
3;11;50;90;3201;14;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para o Fundo de Previdência Estadual - Ativo Civil";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";97718,04;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";58419,87;49334,38
3;11;50;90;3201;15;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para IPASGOSAÚDE";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";37070,07;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";18381,61;19927,76
3;11;50;90;3201;16;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação Adicional-Anuênio, Qüinqüênio e Gratificação Trienal";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";51971,66;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";26604,38;25367,28
3;11;50;90;3201;17;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono CLT";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";101115,29;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";39256,93;61858,36
3;11;50;90;3201;18;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"INSS - Empregado";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";45884,96;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";19494,92;26390,04
3;11;50;90;3201;19;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Pensão Alimentícia";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";19523,56;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";9761,78;9761,78
3;11;50;90;3201;20;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Empréstimos Financeiros";2019;201907;2019;7;"GAB. SEC. EST. AGRIC., PECU., ABASTEC.";59003,99;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";39032,43;25131,89
3;11;50;90;3261;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"13º Salário";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";407673;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";407673;585083,62
3;11;50;90;3261;3;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";82825,99;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";82825,99;498498,02
3;11;50;90;3261;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";3456068,36;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";3456068,36;3320909,71
3;11;50;90;3261;12;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Demais Descontos - Pessoal Civil";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";1654,42;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1498;1391,15
3;11;50;90;3261;13;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"IRRF - Pessoal Civil";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";948976,06;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";948976,06;1047821,19
3;11;50;90;3261;14;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para o Fundo de Previdência Estadual - Ativo Civil";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";727863,96;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";755387,37;753390,19
3;11;50;90;3261;15;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para IPASGOSAÚDE";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";238611,3;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";231997,68;249175,9
3;11;50;90;3261;16;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação Adicional-Anuênio, Qüinqüênio e Gratificação Trienal";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";199758,5;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";199758,5;102228,02
3;11;50;90;3261;17;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono CLT";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";257153,4;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";257153,4;72071,34
3;11;50;90;3261;18;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"INSS - Empregado";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";70016,74;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";70016,74;81311,08
3;11;50;90;3261;19;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Pensão Alimentícia";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";20038,43;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";20038,43;18861,98
3;11;50;90;3261;20;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Empréstimos Financeiros";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";525589,91;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";518967,8;496784,32
3;11;50;90;3262;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"13º Salário";2019;201907;2019;7;EMATER;182579,75;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";182579,75;182579,75
3;11;50;90;3262;2;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Adicionais Diversos";2019;201907;2019;7;EMATER;395388,63;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";395388,63;395388,63
3;11;50;90;3262;3;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono";2019;201907;2019;7;EMATER;80523,42;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";80523,42;80523,42
3;11;50;90;3262;7;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação por Exercício de Cargo";2019;201907;2019;7;EMATER;330230,76;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";330230,76;330230,76
3;11;50;90;3262;10;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Vencimentos e Salários";2019;201907;2019;7;EMATER;1078473,37;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1078473,37;1078473,37
3;11;50;90;3262;12;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Demais Descontos - Pessoal Civil";2019;201907;2019;7;EMATER;6579,91;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";6579,91;
3;11;50;90;3262;14;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para o Fundo de Previdência Estadual - Ativo Civil";2019;201907;2019;7;EMATER;58347,04;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";58347,04;
3;11;50;90;3262;15;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Contribuições para IPASGOSAÚDE";2019;201907;2019;7;EMATER;111847,51;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";111847,51;
3;11;50;90;3262;16;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Gratificação Adicional-Anuênio, Qüinqüênio e Gratificação Trienal";2019;201907;2019;7;EMATER;1134846,39;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1134846,39;1134846,39
3;11;50;90;3262;17;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono CLT";2019;201907;2019;7;EMATER;1240343,51;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1240343,51;1240343,51
3;11;50;90;3262;18;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"INSS - Empregado";2019;201907;2019;7;EMATER;1395,22;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";1395,22;1395,22
3;11;50;90;3262;20;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Consignação - Empréstimos Financeiros";2019;201907;2019;7;EMATER;513219,43;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";513219,43;
3;11;50;90;3301;1;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"13º Salário";2019;201907;2019;7;"GAB. SEC. DE  INDUS, COMÉRCIO E SERVIÇOS";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";54651,26;80903,77
3;11;50;90;3301;3;"Despesas Correntes";"Despesas com Pessoal";"APLICACOES DIRETAS";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"Férias - Abono";2019;201907;2019;7;"GAB. SEC. DE  INDUS, COMÉRCIO E SERVIÇOS";;4001;"APOIO ADMINISTRATIVO";4001;"PROGRAMA APOIO ADMINISTRATIVO";2557,77;95749,79
